Player,BBE,GB%,AIR%,FB%,LD%,PU%,Pull%,Straight%,Oppo%,PullGB%,StraightGB%,OppoGB%,PullAIR%,StraightAIR%,OppoAIR%,Team,AB_LHP,H_LHP,2B_LHP,3B_LHP,HR_LHP,BB_LHP,SO_LHP,AVG_LHP,OBP_LHP,SLG_LHP,PA_LHP,HBP_LHP,SAC_LHP,SF_LHP,AB_RHP,H_RHP,2B_RHP,3B_RHP,HR_RHP,BB_RHP,SO_RHP,AVG_RHP,OBP_RHP,SLG_RHP,PA_RHP,HBP_RHP,SAC_RHP,SF_RHP
Nick Gonzales,312,0.465,0.535,0.228,0.253,0.054,0.375,0.359,0.266,0.215,0.176,0.074,0.16,0.183,0.192,PIT,91,22,5,1,2,7,18,0.242,0.303,0.385,99,1,0,0,290,77,13,2,3,14,55,0.266,0.298,0.355,309,1,0,4
Michael Conforto,300,0.42,0.58,0.3,0.223,0.057,0.38,0.347,0.273,0.22,0.167,0.033,0.16,0.18,0.24,LAD,65,16,6,0,1,8,20,0.246,0.372,0.385,78,5,0,0,353,67,14,0,11,48,101,0.19,0.292,0.323,408,4,0,3
Jake Bauers,125,0.352,0.648,0.304,0.264,0.08,0.36,0.4,0.24,0.2,0.112,0.04,0.16,0.288,0.2,MIL,15,3,1,0,0,2,6,0.2,0.294,0.267,17,0,0,0,168,40,8,0,7,30,53,0.238,0.358,0.411,201,2,0,1
Eli White,188,0.463,0.537,0.245,0.239,0.053,0.378,0.34,0.282,0.218,0.176,0.069,0.16,0.165,0.213,ATL,90,22,3,0,5,6,24,0.244,0.292,0.444,96,0,0,0,166,38,5,3,5,5,46,0.229,0.259,0.386,175,2,1,1
Brenton Doyle,370,0.465,0.535,0.259,0.23,0.046,0.4,0.378,0.222,0.241,0.192,0.032,0.159,0.186,0.189,COL,124,38,5,1,5,10,28,0.306,0.356,0.484,136,0,1,1,378,79,18,1,10,20,110,0.209,0.247,0.341,402,0,1,3
Andrew Knizner,69,0.464,0.536,0.232,0.188,0.116,0.29,0.377,0.333,0.13,0.261,0.072,0.159,0.116,0.261,SF,25,7,0,0,1,0,3,0.28,0.28,0.4,25,0,0,0,52,10,1,1,0,7,7,0.192,0.306,0.25,63,2,1,1
Trea Turner,484,0.483,0.517,0.231,0.242,0.043,0.386,0.374,0.24,0.227,0.188,0.068,0.159,0.186,0.171,PHI,189,61,8,3,4,14,32,0.323,0.376,0.46,205,2,0,0,400,118,23,4,11,29,75,0.295,0.346,0.455,434,3,0,2
Carlos Narvaez,296,0.449,0.551,0.28,0.206,0.064,0.355,0.351,0.294,0.196,0.182,0.071,0.159,0.169,0.223,BOS,115,28,6,0,4,15,28,0.243,0.331,0.4,130,0,0,0,288,69,21,0,11,23,83,0.24,0.296,0.427,316,1,2,2
Bobby Witt Jr.,505,0.374,0.626,0.279,0.261,0.085,0.329,0.378,0.293,0.17,0.149,0.055,0.158,0.23,0.238,KC,131,43,12,3,1,13,30,0.328,0.39,0.489,146,1,0,1,492,141,35,3,22,36,95,0.287,0.34,0.504,541,7,0,6
Jared Triolo,259,0.409,0.591,0.274,0.247,0.069,0.375,0.344,0.282,0.216,0.151,0.042,0.158,0.193,0.239,PIT,109,30,7,2,3,10,21,0.275,0.339,0.459,122,1,1,1,222,45,11,0,4,29,55,0.203,0.298,0.306,254,1,2,0
Jac Caglianone,158,0.506,0.494,0.203,0.241,0.051,0.405,0.373,0.222,0.247,0.184,0.076,0.158,0.19,0.146,KC,61,11,1,1,3,4,15,0.18,0.254,0.377,67,2,0,0,149,22,5,0,4,14,37,0.148,0.23,0.262,165,2,0,0
Nick Kurtz,272,0.379,0.621,0.349,0.235,0.037,0.353,0.349,0.298,0.195,0.129,0.055,0.158,0.221,0.243,ATH,137,27,4,0,9,12,54,0.197,0.261,0.423,153,1,0,3,283,95,22,2,27,51,97,0.336,0.439,0.714,336,1,0,0
Brendan Donovan,399,0.431,0.569,0.223,0.281,0.065,0.348,0.383,0.268,0.19,0.195,0.045,0.158,0.188,0.223,STL,152,35,8,0,2,11,29,0.23,0.292,0.322,169,3,1,2,308,97,24,0,8,31,38,0.315,0.383,0.471,346,4,1,2
Victor Caratini,285,0.428,0.572,0.267,0.246,0.06,0.389,0.379,0.232,0.232,0.144,0.053,0.158,0.235,0.179,HOU,53,11,3,0,3,1,16,0.208,0.306,0.434,62,7,0,1,291,78,11,0,9,22,49,0.268,0.327,0.399,324,6,0,5
Pedro Pages,260,0.431,0.569,0.258,0.231,0.081,0.327,0.35,0.323,0.169,0.162,0.1,0.158,0.188,0.223,STL,103,25,6,0,2,7,35,0.243,0.292,0.359,113,1,0,2,258,58,9,0,9,12,72,0.225,0.264,0.364,276,2,3,1
Derek Hill,89,0.494,0.506,0.169,0.315,0.022,0.315,0.393,0.292,0.157,0.213,0.124,0.157,0.18,0.169,CWS,54,10,3,0,1,5,21,0.185,0.279,0.296,59,1,2,0,80,19,3,0,2,4,27,0.238,0.282,0.35,82,1,1,0
Curtis Mead,178,0.376,0.624,0.303,0.236,0.084,0.343,0.348,0.309,0.185,0.146,0.045,0.157,0.202,0.264,CWS,112,23,4,0,1,9,23,0.205,0.286,0.268,82,4,0,1,128,33,6,1,2,6,40,0.258,0.312,0.367,88,4,0,0
Joey Loperfido,70,0.429,0.571,0.2,0.3,0.071,0.343,0.4,0.257,0.186,0.171,0.071,0.157,0.229,0.186,TOR,20,7,0,0,0,1,4,0.35,0.409,0.35,23,1,1,0,76,25,4,0,4,3,23,0.329,0.37,0.539,81,2,0,0
Dominic Smith,166,0.422,0.578,0.277,0.253,0.048,0.398,0.41,0.193,0.241,0.151,0.03,0.157,0.259,0.163,SF,25,5,2,0,0,1,4,0.2,0.259,0.28,27,1,0,0,179,53,10,0,5,14,38,0.296,0.343,0.436,198,1,0,4
Matthew Lugo,45,0.533,0.467,0.222,0.178,0.067,0.511,0.244,0.244,0.356,0.111,0.067,0.156,0.133,0.178,LAA,17,6,1,0,1,0,4,0.353,0.353,0.588,17,0,0,0,52,10,1,1,3,0,20,0.192,0.208,0.423,53,1,0,0
Luis Garcia Jr.,413,0.455,0.545,0.245,0.245,0.056,0.38,0.414,0.206,0.225,0.189,0.041,0.155,0.225,0.165,WSH,95,17,4,0,0,6,18,0.179,0.224,0.221,107,1,0,5,393,106,24,1,16,21,66,0.27,0.305,0.458,419,1,0,4
Aaron Judge,388,0.335,0.665,0.384,0.224,0.057,0.363,0.371,0.265,0.209,0.106,0.021,0.155,0.265,0.245,NYY,123,42,7,0,16,37,37,0.341,0.491,0.789,161,0,0,1,418,137,23,2,37,87,123,0.328,0.446,0.658,518,7,0,6
J.P. Crawford,455,0.444,0.556,0.231,0.273,0.053,0.336,0.341,0.323,0.182,0.167,0.095,0.154,0.174,0.229,SEA,183,43,8,0,4,25,40,0.235,0.333,0.344,213,2,3,0,387,108,16,0,8,49,82,0.279,0.361,0.382,441,1,3,1
Bryan Reynolds,417,0.472,0.528,0.235,0.283,0.01,0.412,0.348,0.24,0.259,0.139,0.074,0.153,0.209,0.165,PIT,148,38,9,0,6,18,49,0.257,0.335,0.439,167,0,0,1,439,106,29,3,10,39,124,0.241,0.312,0.39,487,7,0,2
Victor Scott II,300,0.44,0.56,0.25,0.24,0.07,0.357,0.383,0.26,0.203,0.183,0.053,0.153,0.2,0.207,STL,108,22,4,0,0,11,36,0.204,0.29,0.241,131,3,7,2,290,64,11,1,5,31,75,0.221,0.31,0.317,332,7,3,1
Yainer Diaz,450,0.46,0.54,0.233,0.249,0.058,0.367,0.402,0.231,0.213,0.196,0.051,0.153,0.207,0.18,HOU,113,29,2,0,6,6,25,0.257,0.292,0.434,120,0,0,1,429,110,23,1,14,14,70,0.256,0.282,0.413,447,2,0,2
Miguel Andujar,274,0.467,0.533,0.219,0.234,0.08,0.332,0.456,0.212,0.179,0.234,0.055,0.153,0.223,0.157,CIN,90,35,5,0,4,3,16,0.389,0.409,0.578,45,0,0,0,231,67,12,1,6,14,33,0.29,0.331,0.429,183,0,0,2
Trevor Story,438,0.436,0.564,0.274,0.205,0.084,0.374,0.347,0.279,0.221,0.158,0.057,0.153,0.189,0.221,BOS,159,41,6,0,7,9,41,0.258,0.306,0.428,170,2,0,0,453,120,23,0,18,24,135,0.265,0.308,0.435,484,5,1,1
Orlando Arcia,157,0.497,0.503,0.21,0.229,0.064,0.382,0.401,0.217,0.229,0.223,0.045,0.153,0.178,0.172,COL,54,12,2,0,1,2,11,0.222,0.25,0.315,7,0,0,0,149,29,5,1,2,8,36,0.195,0.234,0.282,133,0,0,1
